id,name
2021,
2022,sufism
2023,yes
2024,
2025,sufism
2026,yes
2027,sufism
2028,yes
2029,lugha
2030,yes
2031,sufism
2032,lugha
2033,yes
2034,sufism
2035,kalam
2036,yes
2037,
2038,lugha
2039,yes
2040,lugha
2041,yes
2042,yes
2043,kalam
2044,lugha
2045,yes
2046,kalam
2047,sufism
2048,kalam
2049,yes
2050,
2051,adyan
2052,lugha
2053,yes
2054,sufism
2055,yes
2056,
2057,lugha
2058,yes
2059,kalam
2060,
2061,
2062,adyan
2063,sufism
2064,yes
2065,adyan
2066,yes
2067,
2068,adyan
2069,yes
2070,adyan
2071,yes
2072,kalam
2073,yes
2074,adyan
2075,yes
2076,adyan
2077,yes
2078,adyan
2079,sufsim
2080,yes
2081,adyan
2082,yes
2083,sufism
2084,sufism
2085,yes
2086,kalam
2087,sufism
2088,yes
2089,
2090,kalam
2091,sufism
2092,yes
2093,adyan
2094,sufism
2095,yes
2096,
2097,kalam
2098,sufism
2099,yes
2100,sufism
2101,yes
2102,
2103,adyan
2104,yes
2105,sufism
2106,adyan
2107,yes
2108,lugha
2109,sufism
2110,yes
2111,lugha
2112,sufism
2113,yes
2114,
2115,adyan
2116,lugha
2117,yes
2118,
2119,adyan
2120,yes
2121,
2122,lugha
2123,yes
2124,
2125,
2126,kalam
2127,yes
2128,lugha
2129,yes
2130,kalam
2131,
2132,
2133,
2134,israeliyat
2135,lugha
2136,yes
2137,lugha
2138,yes
2139,fiqh
2140,lugha
2141,yes
2142,fiqh
2143,yes
2144,lugha
2145,yes
2146,lugha
2147,yes
2148,lugha
2149,yes
2150,adyan
2151,lugha
2152,sufism
2153,yes
2154,
2155,
2156,lugha
2157,yes
2158,adyan
2159,yes
2160,adyan
2161,kalam
2162,yes
2163,
2164,lugha
2165,yes
2166,
2167,kalam
2168,yes
2169,
2170,
2171,
2172,kalam
2173,yes
2174,yes
2175,kalam
2176,kalam
2177,yes
2178,
2179,kalam
2180,yes
2181,israeliyat
2182,yes
2183,adyan
2184,yes
2185,adyan
2186,sufism
2187,yes
2188,adyan
2189,asbab
2190,yes
2191,fiqh
2192,
2193,fiqh
2194,yes
2195,lugha
2196,yes
2197,fiqh
2198,sufism
2199,yes
2200,adyan
2201,kalam
2202,sufism
2203,yes
2204,fiqh
2205,kalam
2206,yes
2207,sufism
2208,yes
2209,
2210,adyan
2211,sufism
2212,yes
2213,adyan
2214,fiqh
2215,kalam
2216,yes
2217,adyan
2218,yes
2219,fiqh
2220,sufism
2221,adyan
2222,fiqh
2223,sufism
2224,yes
2225,lugha
2226,yes
2227,sufism
2228,lugha
2229,yes
2230,lugha
2231,yes
2232,adyan
2233,
2234,adyan
2235,yes
2236,kalam
2237,sufism
2238,adyan
2239,yes
2240,sufism
2241,adyan
2242,tikrar
2243,yes
2244,lugha
2245,sufism
2246,tikrar
2247,yes
2248,sirah
2249,sirah
2250,yes
2251,
2252,sirah
2253,yes
2254,adyan
2255,yes
